time          x0G           u             y0G           v             psi           r             delta         
[s]           [m]           [m/s]         [m]           [m/s]         [rad]         [rad/s]       [rad]         
5.50255e+02   2.39700e+02   2.85702e+00   9.17212e+02   -9.41369e-01  4.40316e+00   7.17099e-03   6.13257e-01   
5.50390e+02   2.39460e+02   2.85837e+00   9.16883e+02   -9.37520e-01  4.40415e+00   7.16927e-03   6.13257e-01   
5.50526e+02   2.39230e+02   2.88190e+00   9.16552e+02   -9.44137e-01  4.40511e+00   7.16843e-03   6.13347e-01   
5.50661e+02   2.38990e+02   2.89975e+00   9.16217e+02   -9.53601e-01  4.40608e+00   7.16926e-03   6.13302e-01   
5.50796e+02   2.38740e+02   2.89539e+00   9.15882e+02   -9.54326e-01  4.40704e+00   7.16931e-03   6.13324e-01   
5.50931e+02   2.38500e+02   2.89073e+00   9.15548e+02   -9.48516e-01  4.40799e+00   7.16775e-03   6.13190e-01   
5.51067e+02   2.38260e+02   2.88801e+00   9.15213e+02   -9.41495e-01  4.40893e+00   7.16825e-03   6.13168e-01   
5.51202e+02   2.38030e+02   2.88870e+00   9.14878e+02   -9.35752e-01  4.40984e+00   7.16642e-03   6.13212e-01   
5.51337e+02   2.37790e+02   2.89405e+00   9.14543e+02   -9.32128e-01  4.41078e+00   7.16709e-03   6.13302e-01   
5.51472e+02   2.37550e+02   2.90487e+00   9.14206e+02   -9.37816e-01  4.41170e+00   7.16794e-03   6.13279e-01   
5.51608e+02   2.37320e+02   2.91539e+00   9.13867e+02   -9.44456e-01  4.41266e+00   7.16781e-03   6.13190e-01   
5.51743e+02   2.37080e+02   2.90160e+00   9.13528e+02   -9.38200e-01  4.41359e+00   7.16636e-03   6.13302e-01   
5.51878e+02   2.36840e+02   2.87351e+00   9.13192e+02   -9.22819e-01  4.41452e+00   7.16601e-03   6.13168e-01   
5.52013e+02   2.36610e+02   2.86099e+00   9.12858e+02   -9.10884e-01  4.41543e+00   7.16543e-03   6.13279e-01   
5.52149e+02   2.36380e+02   2.86159e+00   9.12524e+02   -9.10480e-01  4.41634e+00   7.16382e-03   6.13257e-01   
5.52284e+02   2.36150e+02   2.86259e+00   9.12189e+02   -9.19121e-01  4.41725e+00   7.16168e-03   6.13257e-01   
5.52419e+02   2.35920e+02   2.86451e+00   9.11855e+02   -9.25425e-01  4.41818e+00   7.16017e-03   6.13190e-01   
5.52555e+02   2.35680e+02   2.88135e+00   9.11520e+02   -9.29793e-01  4.41913e+00   7.15914e-03   6.13101e-01   
5.52690e+02   2.35450e+02   2.89935e+00   9.11182e+02   -9.33034e-01  4.42011e+00   7.15766e-03   6.13257e-01   
5.52825e+02   2.35220e+02   2.90624e+00   9.10842e+02   -9.34502e-01  4.42108e+00   7.15562e-03   6.13257e-01   
5.52960e+02   2.34980e+02   2.91212e+00   9.10501e+02   -9.40688e-01  4.42205e+00   7.15438e-03   6.13190e-01   
5.53096e+02   2.34750e+02   2.91439e+00   9.10160e+02   -9.50472e-01  4.42302e+00   7.15398e-03   6.13190e-01   
5.53231e+02   2.34510e+02   2.91028e+00   9.09819e+02   -9.58438e-01  4.42399e+00   7.15174e-03   6.13212e-01   
5.53366e+02   2.34270e+02   2.92454e+00   9.09479e+02   -9.63741e-01  4.42499e+00   7.15048e-03   6.13414e-01   
5.53501e+02   2.34040e+02   2.94253e+00   9.09134e+02   -9.66222e-01  4.42597e+00   7.15056e-03   6.13324e-01   
5.53637e+02   2.33800e+02   2.93128e+00   9.08789e+02   -9.63973e-01  4.42696e+00   7.14979e-03   6.13257e-01   
5.53772e+02   2.33560e+02   2.92183e+00   9.08447e+02   -9.66362e-01  4.42796e+00   7.14853e-03   6.13190e-01   
5.53907e+02   2.33330e+02   2.92043e+00   9.08104e+02   -9.71416e-01  4.42893e+00   7.14828e-03   6.13190e-01   
5.54042e+02   2.33090e+02   2.91030e+00   9.07761e+02   -9.66303e-01  4.42992e+00   7.14858e-03   6.13391e-01   
5.54178e+02   2.32860e+02   2.89808e+00   9.07420e+02   -9.58552e-01  4.43087e+00   7.14781e-03   6.13257e-01   
5.54313e+02   2.32620e+02   2.89475e+00   9.07080e+02   -9.55946e-01  4.43184e+00   7.14793e-03   6.13347e-01   
5.54448e+02   2.32390e+02   2.89981e+00   9.06740e+02   -9.53386e-01  4.43278e+00   7.14907e-03   6.13302e-01   
5.54584e+02   2.32160e+02   2.91970e+00   9.06398e+02   -9.58205e-01  4.43370e+00   7.15023e-03   6.13302e-01   
5.54719e+02   2.31920e+02   2.93671e+00   9.06051e+02   -9.64955e-01  4.43463e+00   7.15332e-03   6.13324e-01   
5.54854e+02   2.31690e+02   2.93434e+00   9.05705e+02   -9.64508e-01  4.43556e+00   7.15536e-03   6.13324e-01   
5.54989e+02   2.31460e+02   2.92702e+00   9.05359e+02   -9.59112e-01  4.43650e+00   7.15676e-03   6.13302e-01   
5.55125e+02   2.31220e+02   2.92413e+00   9.05014e+02   -9.50778e-01  4.43744e+00   7.15955e-03   6.13190e-01   
5.55260e+02   2.30990e+02   2.92436e+00   9.04668e+02   -9.43281e-01  4.43835e+00   7.16155e-03   6.13279e-01   
5.55395e+02   2.30760e+02   2.92147e+00   9.04321e+02   -9.39841e-01  4.43927e+00   7.16608e-03   6.13347e-01   
5.55530e+02   2.30540e+02   2.91940e+00   9.03975e+02   -9.38907e-01  4.44019e+00   7.16851e-03   6.13302e-01   
5.55666e+02   2.30310e+02   2.91370e+00   9.03629e+02   -9.35669e-01  4.44112e+00   7.17200e-03   6.13391e-01   
5.55801e+02   2.30080e+02   2.90811e+00   9.03284e+02   -9.31113e-01  4.44203e+00   7.17340e-03   6.13168e-01   
5.55936e+02   2.29850e+02   2.90598e+00   9.02938e+02   -9.29101e-01  4.44294e+00   7.17604e-03   6.13168e-01   
5.56071e+02   2.29630e+02   2.90318e+00   9.02593e+02   -9.32460e-01  4.44387e+00   7.17632e-03   6.13279e-01   
5.56207e+02   2.29400e+02   2.89039e+00   9.02248e+02   -9.31102e-01  4.44479e+00   7.17679e-03   6.13212e-01   
5.56342e+02   2.29180e+02   2.87556e+00   9.01905e+02   -9.27625e-01  4.44571e+00   7.17645e-03   6.13212e-01   
5.56477e+02   2.28960e+02   2.88358e+00   9.01563e+02   -9.33835e-01  4.44665e+00   7.17595e-03   6.13212e-01   
5.56612e+02   2.28730e+02   2.88833e+00   9.01219e+02   -9.39379e-01  4.44760e+00   7.17595e-03   6.13302e-01   
5.56748e+02   2.28510e+02   2.88240e+00   9.00876e+02   -9.40504e-01  4.44856e+00   7.17422e-03   6.13347e-01   
5.56883e+02   2.28280e+02   2.88428e+00   9.00532e+02   -9.43691e-01  4.44952e+00   7.17226e-03   6.13347e-01   
5.57018e+02   2.28060e+02   2.88795e+00   9.00189e+02   -9.50731e-01  4.45050e+00   7.17240e-03   6.13324e-01   
5.57154e+02   2.27830e+02   2.89281e+00   8.99844e+02   -9.59103e-01  4.45148e+00   7.17180e-03   6.13279e-01   
5.57289e+02   2.27600e+02   2.89190e+00   8.99499e+02   -9.63322e-01  4.45245e+00   7.17119e-03   6.13414e-01   
5.57424e+02   2.27380e+02   2.88595e+00   8.99155e+02   -9.60885e-01  4.45342e+00   7.16969e-03   6.13324e-01   
5.57559e+02   2.27150e+02   2.88213e+00   8.98811e+02   -9.58406e-01  4.45441e+00   7.16820e-03   6.13391e-01   
5.57695e+02   2.26930e+02   2.88346e+00   8.98468e+02   -9.60592e-01  4.45539e+00   7.16714e-03   6.13324e-01   
5.57830e+02   2.26700e+02   2.88420e+00   8.98123e+02   -9.64369e-01  4.45638e+00   7.16676e-03   6.13279e-01   
5.57965e+02   2.26480e+02   2.88493e+00   8.97779e+02   -9.64216e-01  4.45738e+00   7.16649e-03   6.13436e-01   
5.58100e+02   2.26250e+02   2.88533e+00   8.97434e+02   -9.59932e-01  4.45839e+00   7.16705e-03   6.13347e-01   
5.58236e+02   2.26030e+02   2.88310e+00   8.97089e+02   -9.56485e-01  4.45939e+00   7.16558e-03   6.13347e-01   
5.58371e+02   2.25810e+02   2.87645e+00   8.96743e+02   -9.50760e-01  4.46040e+00   7.16423e-03   6.13414e-01   
5.58506e+02   2.25590e+02   2.86605e+00   8.96399e+02   -9.47570e-01  4.46138e+00   7.16416e-03   6.13257e-01   
5.58641e+02   2.25370e+02   2.87710e+00   8.96056e+02   -9.51826e-01  4.46237e+00   7.16635e-03   6.13324e-01   
5.58777e+02   2.25150e+02   2.89006e+00   8.95709e+02   -9.51908e-01  4.46337e+00   7.16738e-03   6.13212e-01   
5.58912e+02   2.24930e+02   2.89116e+00   8.95362e+02   -9.47132e-01  4.46436e+00   7.16854e-03   6.13414e-01   
5.59047e+02   2.24710e+02   2.89340e+00   8.95013e+02   -9.45692e-01  4.46536e+00   7.17025e-03   6.13279e-01   
5.59183e+02   2.24490e+02   2.89296e+00   8.94665e+02   -9.45209e-01  4.46634e+00   7.17328e-03   6.13324e-01   
5.59318e+02   2.24270e+02   2.89141e+00   8.94317e+02   -9.43978e-01  4.46733e+00   7.17739e-03   6.13436e-01   
5.59453e+02   2.24050e+02   2.89371e+00   8.93968e+02   -9.41709e-01  4.46829e+00   7.17992e-03   6.13145e-01   
5.59588e+02   2.23830e+02   2.90286e+00   8.93619e+02   -9.37629e-01  4.46926e+00   7.18338e-03   6.13302e-01   
5.59724e+02   2.23610e+02   2.90420e+00   8.93267e+02   -9.35535e-01  4.47022e+00   7.18672e-03   6.13414e-01   
5.59859e+02   2.23400e+02   2.90159e+00   8.92916e+02   -9.39194e-01  4.47121e+00   7.18952e-03   6.13324e-01   
5.59994e+02   2.23180e+02   2.90157e+00   8.92566e+02   -9.40263e-01  4.47219e+00   7.19220e-03   6.13302e-01   
5.60129e+02   2.22960e+02   2.90240e+00   8.92215e+02   -9.36318e-01  4.47317e+00   7.19599e-03   6.13212e-01   
5.60265e+02   2.22750e+02   2.88909e+00   8.91863e+02   -9.31820e-01  4.47412e+00   7.19822e-03   6.13279e-01   
5.60400e+02   2.22530e+02   2.87721e+00   8.91515e+02   -9.35349e-01  4.47505e+00   7.19984e-03   6.13190e-01   
5.60535e+02   2.22320e+02   2.89560e+00   8.91166e+02   -9.50278e-01  4.47597e+00   7.20308e-03   6.13168e-01   
5.60670e+02   2.22100e+02   2.90969e+00   8.90813e+02   -9.58589e-01  4.47691e+00   7.20467e-03   6.13145e-01   
5.60806e+02   2.21880e+02   2.91246e+00   8.90461e+02   -9.55949e-01  4.47786e+00   7.20477e-03   6.13212e-01   
5.60941e+02   2.21670e+02   2.91358e+00   8.90107e+02   -9.55361e-01  4.47879e+00   7.20633e-03   6.13168e-01   
5.61076e+02   2.21450e+02   2.91470e+00   8.89754e+02   -9.60145e-01  4.47969e+00   7.20791e-03   6.13212e-01   
5.61211e+02   2.21230e+02   2.91688e+00   8.89400e+02   -9.67671e-01  4.48061e+00   7.20905e-03   6.13190e-01   
5.61347e+02   2.21010e+02   2.91493e+00   8.89046e+02   -9.75368e-01  4.48156e+00   7.20917e-03   6.13212e-01   
5.61482e+02   2.20790e+02   2.91537e+00   8.88692e+02   -9.74640e-01  4.48252e+00   7.21010e-03   6.13190e-01   
5.61617e+02   2.20580e+02   2.91671e+00   8.88338e+02   -9.65551e-01  4.48348e+00   7.21110e-03   6.13168e-01   
5.61753e+02   2.20360e+02   2.91998e+00   8.87983e+02   -9.61314e-01  4.48443e+00   7.21110e-03   6.13212e-01   
5.61888e+02   2.20140e+02   2.92657e+00   8.87627e+02   -9.66390e-01  4.48540e+00   7.21308e-03   6.13324e-01   
5.62023e+02   2.19930e+02   2.92707e+00   8.87271e+02   -9.71799e-01  4.48635e+00   7.21208e-03   6.13212e-01   
5.62158e+02   2.19710e+02   2.92939e+00   8.86915e+02   -9.69872e-01  4.48734e+00   7.21204e-03   6.13145e-01   
5.62294e+02   2.19490e+02   2.93539e+00   8.86557e+02   -9.59598e-01  4.48832e+00   7.21090e-03   6.13190e-01   
5.62429e+02   2.19280e+02   2.93842e+00   8.86198e+02   -9.48930e-01  4.48930e+00   7.21079e-03   6.13145e-01   
5.62564e+02   2.19070e+02   2.94732e+00   8.85838e+02   -9.45876e-01  4.49026e+00   7.21061e-03   6.13302e-01   
5.62699e+02   2.18860e+02   2.95415e+00   8.85477e+02   -9.51836e-01  4.49121e+00   7.21182e-03   6.13212e-01   
5.62835e+02   2.18640e+02   2.95847e+00   8.85115e+02   -9.56837e-01  4.49221e+00   7.21231e-03   6.13168e-01   
5.62970e+02   2.18430e+02   2.96242e+00   8.84752e+02   -9.49082e-01  4.49318e+00   7.21448e-03   6.13145e-01   
5.63105e+02   2.18220e+02   2.96218e+00   8.84389e+02   -9.35248e-01  4.49416e+00   7.21701e-03   6.13190e-01   
5.63240e+02   2.18010e+02   2.96266e+00   8.84025e+02   -9.28481e-01  4.49514e+00   7.21888e-03   6.13302e-01   
5.63376e+02   2.17800e+02   2.96540e+00   8.83660e+02   -9.29999e-01  4.49612e+00   7.22085e-03   6.13279e-01   
5.63511e+02   2.17590e+02   2.96749e+00   8.83295e+02   -9.33230e-01  4.49710e+00   7.22318e-03   6.13279e-01   
5.63646e+02   2.17380e+02   2.96486e+00   8.82930e+02   -9.33083e-01  4.49808e+00   7.22532e-03   6.13257e-01   
5.63782e+02   2.17170e+02   2.95953e+00   8.82565e+02   -9.31380e-01  4.49908e+00   7.22689e-03   6.13190e-01   
5.63917e+02   2.16960e+02   2.95390e+00   8.82201e+02   -9.29106e-01  4.50007e+00   7.22750e-03   6.13168e-01   
5.64052e+02   2.16760e+02   2.94932e+00   8.81837e+02   -9.28584e-01  4.50105e+00   7.22742e-03   6.13212e-01   
5.64187e+02   2.16550e+02   2.94332e+00   8.81473e+02   -9.34980e-01  4.50204e+00   7.22756e-03   6.13168e-01   
5.64323e+02   2.16340e+02   2.93539e+00   8.81111e+02   -9.43327e-01  4.50303e+00   7.22628e-03   6.13279e-01   
5.64458e+02   2.16140e+02   2.93134e+00   8.80749e+02   -9.45385e-01  4.50400e+00   7.22613e-03   6.13347e-01   
5.64593e+02   2.15930e+02   2.92661e+00   8.80388e+02   -9.43318e-01  4.50497e+00   7.22629e-03   6.13391e-01   
5.64728e+02   2.15720e+02   2.92056e+00   8.80027e+02   -9.45157e-01  4.50594e+00   7.22385e-03   6.13257e-01   
5.64864e+02   2.15520e+02   2.91637e+00   8.79667e+02   -9.55149e-01  4.50691e+00   7.22238e-03   6.13190e-01   
5.64999e+02   2.15310e+02   2.91280e+00   8.79308e+02   -9.67723e-01  4.50786e+00   7.22192e-03   6.13324e-01   
5.65134e+02   2.15100e+02   2.90850e+00   8.78949e+02   -9.71510e-01  4.50882e+00   7.22185e-03   6.13414e-01   
5.65269e+02   2.14890e+02   2.90259e+00   8.78590e+02   -9.66330e-01  4.50978e+00   7.22141e-03   6.13212e-01   
5.65405e+02   2.14690e+02   2.89545e+00   8.78232e+02   -9.62431e-01  4.51075e+00   7.22068e-03   6.13168e-01   
5.65540e+02   2.14480e+02   2.88828e+00   8.77875e+02   -9.63195e-01  4.51171e+00   7.21857e-03   6.13257e-01   
5.65675e+02   2.14280e+02   2.88268e+00   8.77518e+02   -9.66620e-01  4.51269e+00   7.21760e-03   6.13168e-01   
5.65810e+02   2.14070e+02   2.88216e+00   8.77162e+02   -9.69125e-01  4.51367e+00   7.21476e-03   6.13257e-01   
5.65946e+02   2.13870e+02   2.88570e+00   8.76806e+02   -9.67276e-01  4.51465e+00   7.21353e-03   6.13212e-01   
5.66081e+02   2.13660e+02   2.88884e+00   8.76448e+02   -9.61013e-01  4.51564e+00   7.21186e-03   6.13145e-01   
5.66216e+02   2.13460e+02   2.88907e+00   8.76090e+02   -9.53380e-01  4.51664e+00   7.20852e-03   6.13190e-01   
5.66352e+02   2.13260e+02   2.88576e+00   8.75732e+02   -9.48357e-01  4.51763e+00   7.20680e-03   6.13145e-01   
5.66487e+02   2.13060e+02   2.88261e+00   8.75374e+02   -9.48381e-01  4.51864e+00   7.20657e-03   6.13279e-01   
5.66622e+02   2.12850e+02   2.88397e+00   8.75016e+02   -9.47626e-01  4.51963e+00   7.20624e-03   6.13279e-01   
5.66757e+02   2.12650e+02   2.88659e+00   8.74657e+02   -9.38058e-01  4.52061e+00   7.20566e-03   6.13347e-01   
5.66893e+02   2.12460e+02   2.88958e+00   8.74298e+02   -9.27851e-01  4.52158e+00   7.20578e-03   6.13212e-01   
5.67028e+02   2.12260e+02   2.89846e+00   8.73937e+02   -9.25420e-01  4.52256e+00   7.20612e-03   6.13145e-01   
5.67163e+02   2.12060e+02   2.90766e+00   8.73575e+02   -9.28487e-01  4.52354e+00   7.20759e-03   6.13190e-01   
5.67298e+02   2.11860e+02   2.91203e+00   8.73212e+02   -9.31265e-01  4.52453e+00   7.20886e-03   6.13257e-01   
5.67434e+02   2.11670e+02   2.91449e+00   8.72848e+02   -9.29988e-01  4.52552e+00   7.20891e-03   6.13212e-01   
5.67569e+02   2.11470e+02   2.91566e+00   8.72484e+02   -9.26658e-01  4.52651e+00   7.21008e-03   6.13056e-01   
5.67704e+02   2.11280e+02   2.91625e+00   8.72119e+02   -9.25193e-01  4.52750e+00   7.21345e-03   6.13279e-01   
5.67839e+02   2.11080e+02   2.91987e+00   8.71754e+02   -9.29398e-01  4.52850e+00   7.21587e-03   6.13414e-01   
5.67975e+02   2.10880e+02   2.92431e+00   8.71389e+02   -9.37379e-01  4.52949e+00   7.21724e-03   6.13212e-01   
5.68110e+02   2.10690e+02   2.92577e+00   8.71023e+02   -9.43257e-01  4.53046e+00   7.21800e-03   6.13324e-01   
5.68245e+02   2.10490e+02   2.92521e+00   8.70656e+02   -9.46610e-01  4.53142e+00   7.21919e-03   6.13257e-01   
5.68380e+02   2.10290e+02   2.92140e+00   8.70290e+02   -9.50701e-01  4.53237e+00   7.21963e-03   6.13347e-01   
5.68516e+02   2.10100e+02   2.91779e+00   8.69925e+02   -9.57940e-01  4.53332e+00   7.22057e-03   6.13414e-01   
5.68651e+02   2.09900e+02   2.91676e+00   8.69560e+02   -9.63687e-01  4.53428e+00   7.22115e-03   6.13324e-01   
5.68786e+02   2.09700e+02   2.91407e+00   8.69194e+02   -9.64542e-01  4.53522e+00   7.21941e-03   6.13257e-01   
5.68922e+02   2.09500e+02   2.91344e+00   8.68830e+02   -9.64692e-01  4.53616e+00   7.21987e-03   6.13324e-01   
5.69057e+02   2.09300e+02   2.90904e+00   8.68464e+02   -9.71312e-01  4.53709e+00   7.21913e-03   6.13436e-01   
5.69192e+02   2.09110e+02   2.90205e+00   8.68101e+02   -9.83428e-01  4.53801e+00   7.21850e-03   6.13347e-01   
5.69327e+02   2.08910e+02   2.89735e+00   8.67737e+02   -9.89628e-01  4.53892e+00   7.21851e-03   6.13279e-01   
5.69463e+02   2.08710e+02   2.89249e+00   8.67375e+02   -9.86468e-01  4.53986e+00   7.21838e-03   6.13190e-01   
5.69598e+02   2.08510e+02   2.89249e+00   8.67012e+02   -9.77470e-01  4.54079e+00   7.21736e-03   6.13145e-01   
5.69733e+02   2.08310e+02   2.88914e+00   8.66649e+02   -9.72425e-01  4.54171e+00   7.21583e-03   6.13257e-01   
5.69868e+02   2.08120e+02   2.88202e+00   8.66287e+02   -9.74286e-01  4.54265e+00   7.21484e-03   6.13212e-01   
5.70004e+02   2.07920e+02   2.87602e+00   8.65925e+02   -9.78223e-01  4.54360e+00   7.21122e-03   6.13324e-01   
5.70139e+02   2.07720e+02   2.87795e+00   8.65564e+02   -9.79185e-01  4.54454e+00   7.20924e-03   6.13212e-01   
5.70274e+02   2.07530e+02   2.88458e+00   8.65202e+02   -9.75649e-01  4.54548e+00   7.20834e-03   6.13279e-01   
5.70409e+02   2.07330e+02   2.88768e+00   8.64838e+02   -9.71292e-01  4.54641e+00   7.20696e-03   6.13481e-01   
5.70545e+02   2.07140e+02   2.88824e+00   8.64474e+02   -9.64005e-01  4.54736e+00   7.20499e-03   6.13279e-01   
5.70680e+02   2.06950e+02   2.88807e+00   8.64111e+02   -9.56234e-01  4.54831e+00   7.20413e-03   6.13347e-01   
5.70815e+02   2.06760e+02   2.89210e+00   8.63746e+02   -9.53469e-01  4.54927e+00   7.20310e-03   6.13279e-01   
5.70950e+02   2.06570e+02   2.89479e+00   8.63380e+02   -9.53996e-01  4.55026e+00   7.20276e-03   6.13279e-01   
5.71086e+02   2.06380e+02   2.89970e+00   8.63015e+02   -9.50187e-01  4.55124e+00   7.20410e-03   6.13302e-01   
5.71221e+02   2.06190e+02   2.90685e+00   8.62647e+02   -9.43556e-01  4.55223e+00   7.20583e-03   6.13279e-01   
5.71356e+02   2.06000e+02   2.91079e+00   8.62279e+02   -9.42328e-01  4.55322e+00   7.20730e-03   6.13190e-01   
5.71492e+02   2.05810e+02   2.91337e+00   8.61910e+02   -9.47641e-01  4.55423e+00   7.20850e-03   6.13190e-01   
5.71627e+02   2.05620e+02   2.91436e+00   8.61541e+02   -9.50358e-01  4.55523e+00   7.21152e-03   6.13212e-01   
5.71762e+02   2.05430e+02   2.91309e+00   8.61172e+02   -9.45511e-01  4.55625e+00   7.21323e-03   6.13302e-01   
5.71897e+02   2.05250e+02   2.91210e+00   8.60802e+02   -9.42924e-01  4.55725e+00   7.21442e-03   6.13190e-01   
5.72033e+02   2.05060e+02   2.91456e+00   8.60433e+02   -9.48505e-01  4.55825e+00   7.21551e-03   6.13190e-01   
5.72168e+02   2.04870e+02   2.91293e+00   8.60063e+02   -9.56059e-01  4.55924e+00   7.21775e-03   6.12966e-01   
5.72303e+02   2.04680e+02   2.91177e+00   8.59694e+02   -9.59762e-01  4.56024e+00   7.22011e-03   6.13056e-01   
5.72438e+02   2.04500e+02   2.91495e+00   8.59323e+02   -9.65919e-01  4.56123e+00   7.22238e-03   6.13078e-01   
5.72574e+02   2.04310e+02   2.91972e+00   8.58953e+02   -9.73284e-01  4.56220e+00   7.22304e-03   6.13011e-01   
5.72709e+02   2.04120e+02   2.91371e+00   8.58582e+02   -9.73871e-01  4.56318e+00   7.22657e-03   6.13034e-01   
5.72844e+02   2.03930e+02   2.89780e+00   8.58213e+02   -9.67748e-01  4.56415e+00   7.22919e-03   6.13145e-01   
5.72979e+02   2.03740e+02   2.89173e+00   8.57845e+02   -9.61998e-01  4.56512e+00   7.23199e-03   6.13145e-01   
5.73115e+02   2.03560e+02   2.89118e+00   8.57477e+02   -9.62162e-01  4.56608e+00   7.23493e-03   6.13168e-01   
5.73250e+02   2.03370e+02   2.88976e+00   8.57109e+02   -9.64822e-01  4.56706e+00   7.23683e-03   6.13257e-01   
5.73385e+02   2.03190e+02   2.88332e+00   8.56742e+02   -9.67147e-01  4.56801e+00   7.23719e-03   6.13145e-01   
5.73520e+02   2.03000e+02   2.87795e+00   8.56375e+02   -9.64281e-01  4.56897e+00   7.23938e-03   6.13078e-01   
5.73656e+02   2.02820e+02   2.87701e+00   8.56008e+02   -9.59981e-01  4.56994e+00   7.24030e-03   6.13190e-01   
5.73791e+02   2.02630e+02   2.87626e+00   8.55642e+02   -9.58523e-01  4.57091e+00   7.24060e-03   6.13279e-01   
5.73926e+02   2.02450e+02   2.87500e+00   8.55275e+02   -9.55231e-01  4.57187e+00   7.24059e-03   6.13212e-01   
5.74062e+02   2.02270e+02   2.87268e+00   8.54908e+02   -9.50208e-01  4.57284e+00   7.23897e-03   6.13279e-01   
5.74197e+02   2.02090e+02   2.87373e+00   8.54541e+02   -9.43097e-01  4.57381e+00   7.23851e-03   6.13257e-01   
5.74332e+02   2.01910e+02   2.87664e+00   8.54173e+02   -9.36217e-01  4.57478e+00   7.23906e-03   6.13324e-01   
5.74467e+02   2.01730e+02   2.88463e+00   8.53805e+02   -9.33697e-01  4.57574e+00   7.23900e-03   6.13212e-01   
5.74603e+02   2.01550e+02   2.89529e+00   8.53434e+02   -9.34728e-01  4.57670e+00   7.23755e-03   6.13324e-01   
5.74738e+02   2.01370e+02   2.90160e+00   8.53063e+02   -9.33471e-01  4.57766e+00   7.23601e-03   6.13212e-01   
5.74873e+02   2.01200e+02   2.90493e+00   8.52690e+02   -9.26788e-01  4.57862e+00   7.23394e-03   6.13257e-01   
5.75008e+02   2.01020e+02   2.91078e+00   8.52317e+02   -9.19016e-01  4.57960e+00   7.23296e-03   6.13279e-01   
5.75144e+02   2.00850e+02   2.92220e+00   8.51943e+02   -9.15959e-01  4.58057e+00   7.23247e-03   6.13168e-01   
5.75279e+02   2.00670e+02   2.93215e+00   8.51566e+02   -9.20160e-01  4.58154e+00   7.23199e-03   6.13257e-01   
5.75414e+02   2.00500e+02   2.94127e+00   8.51189e+02   -9.25079e-01  4.58249e+00   7.22848e-03   6.13190e-01   
5.75549e+02   2.00320e+02   2.94832e+00   8.50810e+02   -9.29560e-01  4.58343e+00   7.22684e-03   6.13168e-01   
5.75685e+02   2.00140e+02   2.95568e+00   8.50430e+02   -9.37215e-01  4.58439e+00   7.22514e-03   6.13324e-01   
5.75820e+02   1.99970e+02   2.96294e+00   8.50049e+02   -9.45352e-01  4.58534e+00   7.22309e-03   6.13190e-01   
5.75955e+02   1.99790e+02   2.96209e+00   8.49667e+02   -9.49300e-01  4.58629e+00   7.22251e-03   6.13168e-01   
5.76091e+02   1.99610e+02   2.96380e+00   8.49286e+02   -9.51835e-01  4.58724e+00   7.22052e-03   6.13101e-01   
5.76226e+02   1.99430e+02   2.96776e+00   8.48904e+02   -9.62789e-01  4.58820e+00   7.21764e-03   6.13257e-01   
5.76361e+02   1.99250e+02   2.96611e+00   8.48522e+02   -9.81219e-01  4.58919e+00   7.21535e-03   6.13212e-01   
5.76496e+02   1.99070e+02   2.95941e+00   8.48140e+02   -9.96174e-01  4.59017e+00   7.21288e-03   6.13168e-01   
5.76632e+02   1.98890e+02   2.95375e+00   8.47760e+02   -1.00131e+00  4.59114e+00   7.21172e-03   6.13145e-01   
5.76767e+02   1.98700e+02   2.95096e+00   8.47380e+02   -1.00505e+00  4.59209e+00   7.20899e-03   6.13168e-01   
5.76902e+02   1.98520e+02   2.94608e+00   8.47000e+02   -1.01178e+00  4.59305e+00   7.20909e-03   6.13190e-01   
5.77037e+02   1.98340e+02   2.93416e+00   8.46621e+02   -1.01840e+00  4.59403e+00   7.20897e-03   6.13145e-01   
5.77173e+02   1.98150e+02   2.91996e+00   8.46245e+02   -1.02292e+00  4.59499e+00   7.20800e-03   6.13078e-01   
5.77308e+02   1.97970e+02   2.91191e+00   8.45869e+02   -1.02263e+00  4.59597e+00   7.20798e-03   6.13145e-01   
5.77443e+02   1.97790e+02   2.90647e+00   8.45494e+02   -1.02137e+00  4.59696e+00   7.20925e-03   6.13101e-01   
5.77578e+02   1.97610e+02   2.90133e+00   8.45120e+02   -1.02068e+00  4.59794e+00   7.21068e-03   6.13190e-01   
5.77714e+02   1.97420e+02   2.89210e+00   8.44746e+02   -1.01707e+00  4.59892e+00   7.21243e-03   6.13145e-01   
5.77849e+02   1.97240e+02   2.88465e+00   8.44374e+02   -1.01225e+00  4.59990e+00   7.21370e-03   6.13078e-01   
5.77984e+02   1.97060e+02   2.88072e+00   8.44001e+02   -1.00917e+00  4.60088e+00   7.21430e-03   6.13168e-01   
5.78119e+02   1.96890e+02   2.87654e+00   8.43630e+02   -1.00390e+00  4.60185e+00   7.21778e-03   6.13101e-01   
5.78255e+02   1.96710e+02   2.87134e+00   8.43258e+02   -9.93165e-01  4.60286e+00   7.21974e-03   6.13190e-01   
5.78390e+02   1.96530e+02   2.87006e+00   8.42887e+02   -9.80616e-01  4.60386e+00   7.22128e-03   6.13168e-01   
5.78525e+02   1.96360e+02   2.87605e+00   8.42515e+02   -9.73328e-01  4.60486e+00   7.22366e-03   6.13168e-01   
5.78661e+02   1.96190e+02   2.88114e+00   8.42141e+02   -9.71616e-01  4.60585e+00   7.22669e-03   6.13168e-01   
