time          x0G           u             y0G           v             psi           r             delta         
[s]           [m]           [m/s]         [m]           [m/s]         [rad]         [rad/s]       [rad]         
0.00000e+00   0.00000e+00   8.00771e+00   0.00000e+00   4.96756e-02   2.68223e-03   3.47580e-04   1.48648e-02   
1.36000e-01   1.09000e+00   8.00771e+00   1.00000e-02   4.94104e-02   2.71535e-03   3.52215e-04   1.49319e-02   
2.71000e-01   2.17000e+00   7.98391e+00   2.00000e-02   4.75418e-02   2.75658e-03   3.55794e-04   1.50213e-02   
4.06000e-01   3.25000e+00   7.95062e+00   2.90000e-02   4.68178e-02   2.78835e-03   3.61314e-04   1.49095e-02   
5.41000e-01   4.32000e+00   7.92863e+00   3.80000e-02   4.73863e-02   2.83285e-03   3.66912e-04   1.48425e-02   
6.77000e-01   5.39000e+00   7.92241e+00   4.80000e-02   5.05706e-02   2.88227e-03   3.71211e-04   1.48425e-02   
8.12000e-01   6.46000e+00   7.91533e+00   5.80000e-02   5.08832e-02   2.94737e-03   3.77705e-04   1.49319e-02   
9.47000e-01   7.53000e+00   7.90248e+00   6.80000e-02   4.74603e-02   3.00270e-03   3.82440e-04   1.49319e-02   
1.08200e+00   8.60000e+00   7.89092e+00   7.70000e-02   4.71308e-02   3.06483e-03   3.86983e-04   1.50436e-02   
1.21800e+00   9.67000e+00   7.88145e+00   8.70000e-02   4.73901e-02   3.12418e-03   3.90160e-04   1.49766e-02   
1.35300e+00   1.07300e+01   7.87485e+00   9.70000e-02   4.63366e-02   3.18320e-03   3.91781e-04   1.50213e-02   
1.48800e+00   1.18000e+01   7.87640e+00   1.07000e-01   4.49804e-02   3.24637e-03   3.94104e-04   1.49319e-02   
1.62400e+00   1.28600e+01   7.88405e+00   1.16000e-01   4.43614e-02   3.31293e-03   3.96485e-04   1.49542e-02   
1.75900e+00   1.39300e+01   7.89894e+00   1.26000e-01   4.37786e-02   3.38999e-03   3.96836e-04   1.49542e-02   
1.89400e+00   1.50000e+01   7.90807e+00   1.35000e-01   4.37129e-02   3.46949e-03   3.96001e-04   1.48201e-02   
2.02900e+00   1.60700e+01   7.92310e+00   1.45000e-01   4.40139e-02   3.53310e-03   3.95804e-04   1.49766e-02   
2.16500e+00   1.71400e+01   7.94430e+00   1.55000e-01   4.27320e-02   3.59620e-03   3.93871e-04   1.49319e-02   
2.30000e+00   1.82200e+01   7.96074e+00   1.64000e-01   4.02426e-02   3.64891e-03   3.93016e-04   1.50213e-02   
2.43500e+00   1.93000e+01   7.97557e+00   1.73000e-01   3.81187e-02   3.70869e-03   3.89739e-04   1.50436e-02   
2.57000e+00   2.03800e+01   7.98414e+00   1.82000e-01   3.69533e-02   3.76348e-03   3.89129e-04   1.50436e-02   
2.70600e+00   2.14600e+01   7.99994e+00   1.92000e-01   3.54167e-02   3.80484e-03   3.85254e-04   1.49766e-02   
2.84100e+00   2.25400e+01   8.02303e+00   2.00000e-01   3.55752e-02   3.83748e-03   3.84816e-04   1.50213e-02   
2.97600e+00   2.36300e+01   8.04361e+00   2.09000e-01   3.75453e-02   3.87188e-03   3.82193e-04   1.50213e-02   
3.11100e+00   2.47200e+01   8.05338e+00   2.19000e-01   3.74132e-02   3.90419e-03   3.79855e-04   1.49542e-02   
3.24700e+00   2.58100e+01   8.04944e+00   2.28000e-01   3.66058e-02   3.93613e-03   3.77828e-04   1.50213e-02   
3.38200e+00   2.69000e+01   8.04243e+00   2.37000e-01   3.59440e-02   3.97012e-03   3.76448e-04   1.50213e-02   
3.51700e+00   2.79800e+01   8.03097e+00   2.46000e-01   3.36312e-02   4.00148e-03   3.72150e-04   1.49095e-02   
3.65200e+00   2.90700e+01   8.02159e+00   2.55000e-01   3.25696e-02   4.02910e-03   3.70909e-04   1.49766e-02   
3.78800e+00   3.01500e+01   8.01317e+00   2.64000e-01   3.23645e-02   4.06227e-03   3.67024e-04   1.49319e-02   
3.92300e+00   3.12400e+01   7.99838e+00   2.73000e-01   3.01217e-02   4.09364e-03   3.64337e-04   1.49095e-02   
4.05800e+00   3.23200e+01   7.97781e+00   2.81000e-01   2.95516e-02   4.11990e-03   3.60200e-04   1.49542e-02   
4.19400e+00   3.33900e+01   7.95375e+00   2.90000e-01   3.07651e-02   4.14864e-03   3.56492e-04   1.49095e-02   
4.32900e+00   3.44700e+01   7.93657e+00   2.98000e-01   3.10352e-02   4.18616e-03   3.52330e-04   1.49766e-02   
4.46400e+00   3.55400e+01   7.91924e+00   3.07000e-01   3.00972e-02   4.22678e-03   3.47317e-04   1.49319e-02   
4.59900e+00   3.66100e+01   7.89152e+00   3.15000e-01   2.78912e-02   4.26321e-03   3.43323e-04   1.48425e-02   
4.73500e+00   3.76800e+01   7.86614e+00   3.24000e-01   2.79471e-02   4.29575e-03   3.39953e-04   1.49542e-02   
4.87000e+00   3.87400e+01   7.85993e+00   3.32000e-01   2.91454e-02   4.32877e-03   3.35525e-04   1.48648e-02   
5.00500e+00   3.98000e+01   7.86332e+00   3.41000e-01   2.88421e-02   4.36343e-03   3.31122e-04   1.49319e-02   
5.14000e+00   4.08700e+01   7.86132e+00   3.49000e-01   2.71884e-02   4.39404e-03   3.26705e-04   1.49542e-02   
5.27600e+00   4.19300e+01   7.86204e+00   3.57000e-01   2.89954e-02   4.42027e-03   3.20306e-04   1.49095e-02   
5.41100e+00   4.29900e+01   7.87227e+00   3.66000e-01   3.34671e-02   4.45368e-03   3.13702e-04   1.48648e-02   
5.54600e+00   4.40600e+01   7.88021e+00   3.76000e-01   3.31435e-02   4.49430e-03   3.05609e-04   1.49542e-02   
5.68100e+00   4.51200e+01   7.88934e+00   3.85000e-01   3.29050e-02   4.51677e-03   2.97033e-04   1.49095e-02   
5.81700e+00   4.61900e+01   7.90756e+00   3.94000e-01   3.20678e-02   4.54299e-03   2.88508e-04   1.49766e-02   
5.95200e+00   4.72600e+01   7.92925e+00   4.03000e-01   2.98362e-02   4.56191e-03   2.82209e-04   1.50436e-02   
6.08700e+00   4.83400e+01   7.95551e+00   4.12000e-01   3.06515e-02   4.59215e-03   2.75301e-04   1.52001e-02   
6.22300e+00   4.94200e+01   7.97322e+00   4.22000e-01   3.11380e-02   4.61663e-03   2.68044e-04   1.83295e-02   
6.35800e+00   5.04900e+01   7.98667e+00   4.31000e-01   3.16843e-02   4.63731e-03   2.59246e-04   2.10566e-02   
6.49300e+00   5.15800e+01   8.00633e+00   4.40000e-01   3.53130e-02   4.65920e-03   2.51126e-04   2.63319e-02   
6.62800e+00   5.26600e+01   8.01984e+00   4.50000e-01   3.55012e-02   4.67368e-03   2.44934e-04   3.20543e-02   
6.76400e+00   5.37500e+01   8.03325e+00   4.60000e-01   3.25872e-02   4.67553e-03   2.39003e-04   3.82908e-02   
6.89900e+00   5.48300e+01   8.04660e+00   4.69000e-01   3.26429e-02   4.69073e-03   2.32793e-04   4.28956e-02   
7.03400e+00   5.59200e+01   8.04561e+00   4.79000e-01   3.34946e-02   4.70104e-03   2.28025e-04   4.91321e-02   
7.16900e+00   5.70100e+01   8.04406e+00   4.89000e-01   3.49875e-02   4.70529e-03   2.25599e-04   5.51004e-02   
7.30500e+00   5.81000e+01   8.04981e+00   4.99000e-01   3.63706e-02   4.72444e-03   2.22186e-04   6.05322e-02   
7.44000e+00   5.91900e+01   8.04576e+00   5.09000e-01   3.36947e-02   4.73042e-03   2.20110e-04   6.51816e-02   
7.57500e+00   6.02700e+01   8.03421e+00   5.18000e-01   2.91658e-02   4.73606e-03   2.18922e-04   7.08146e-02   
7.71000e+00   6.13600e+01   8.01752e+00   5.27000e-01   2.90393e-02   4.74765e-03   2.18799e-04   7.68723e-02   
7.84600e+00   6.24400e+01   7.99742e+00   5.36000e-01   2.95678e-02   4.76848e-03   2.17469e-04   8.19017e-02   
7.98100e+00   6.35200e+01   7.97853e+00   5.45000e-01   2.87237e-02   4.78570e-03   2.19764e-04   8.63053e-02   
8.11600e+00   6.46000e+01   7.96037e+00   5.54000e-01   2.71267e-02   4.79607e-03   2.22238e-04   9.24747e-02   
8.25100e+00   6.56800e+01   7.94417e+00   5.63000e-01   2.52769e-02   4.81927e-03   2.26607e-04   9.88901e-02   
8.38700e+00   6.67500e+01   7.92347e+00   5.72000e-01   2.61992e-02   4.83449e-03   2.30200e-04   1.05171e-01   
8.52200e+00   6.78200e+01   7.90085e+00   5.80000e-01   2.56952e-02   4.84755e-03   2.35678e-04   1.10245e-01   
8.65700e+00   6.88900e+01   7.88615e+00   5.89000e-01   2.49704e-02   4.85577e-03   2.42290e-04   1.15051e-01   
8.79300e+00   6.99500e+01   7.88391e+00   5.97000e-01   2.48307e-02   4.86099e-03   2.49281e-04   1.19433e-01   
8.92800e+00   7.10200e+01   7.88050e+00   6.06000e-01   2.33683e-02   4.87236e-03   2.57512e-04   1.26183e-01   
9.06300e+00   7.20900e+01   7.87584e+00   6.14000e-01   2.28080e-02   4.88757e-03   2.65901e-04   1.31459e-01   
9.19800e+00   7.31500e+01   7.87575e+00   6.23000e-01   2.16605e-02   4.92007e-03   2.75317e-04   1.37069e-01   
9.33400e+00   7.42200e+01   7.87712e+00   6.31000e-01   1.95501e-02   4.93537e-03   2.85502e-04   1.42546e-01   
9.46900e+00   7.52800e+01   7.89180e+00   6.38000e-01   1.96036e-02   4.95710e-03   2.93780e-04   1.47955e-01   
9.60400e+00   7.63500e+01   7.91253e+00   6.46000e-01   2.10791e-02   4.98337e-03   3.02997e-04   1.53812e-01   
9.73900e+00   7.74200e+01   7.92674e+00   6.55000e-01   2.00885e-02   5.02067e-03   3.10670e-04   1.59623e-01   
9.87500e+00   7.85000e+01   7.93818e+00   6.63000e-01   1.69363e-02   5.05942e-03   3.19840e-04   1.64832e-01   
1.00100e+01   7.95700e+01   7.95347e+00   6.70000e-01   1.53961e-02   5.09855e-03   3.29679e-04   1.70286e-01   
1.01450e+01   8.06500e+01   7.97203e+00   6.78000e-01   1.49689e-02   5.13962e-03   3.38890e-04   1.76031e-01   
1.02800e+01   8.17300e+01   7.99406e+00   6.85000e-01   1.57101e-02   5.18173e-03   3.47814e-04   1.81686e-01   
1.04160e+01   8.28100e+01   8.01557e+00   6.93000e-01   1.56185e-02   5.22208e-03   3.59725e-04   1.86805e-01   
1.05510e+01   8.39000e+01   8.02612e+00   7.01000e-01   1.26836e-02   5.26527e-03   3.68837e-04   1.92304e-01   
1.06860e+01   8.49800e+01   8.03584e+00   7.08000e-01   1.24756e-02   5.30084e-03   3.80556e-04   1.97378e-01   
1.08220e+01   8.60700e+01   8.04193e+00   7.16000e-01   1.26474e-02   5.34155e-03   3.89930e-04   2.03815e-01   
1.09570e+01   8.71600e+01   8.04411e+00   7.23000e-01   1.26987e-02   5.38219e-03   4.03353e-04   2.09761e-01   
1.10920e+01   8.82500e+01   8.04887e+00   7.31000e-01   1.36537e-02   5.42535e-03   4.15556e-04   2.14925e-01   
1.12270e+01   8.93300e+01   8.04070e+00   7.39000e-01   1.21310e-02   5.46609e-03   4.28079e-04   2.20513e-01   
1.13630e+01   9.04200e+01   8.02596e+00   7.46000e-01   1.27177e-02   5.50487e-03   4.42132e-04   2.26638e-01   
1.14980e+01   9.15100e+01   8.02028e+00   7.54000e-01   1.25633e-02   5.55709e-03   4.54871e-04   2.31958e-01   
1.16330e+01   9.25900e+01   8.01282e+00   7.61000e-01   1.01413e-02   5.60655e-03   4.68630e-04   2.38619e-01   
1.17680e+01   9.36700e+01   7.99391e+00   7.69000e-01   9.75815e-03   5.66000e-03   4.83624e-04   2.43649e-01   
1.19040e+01   9.47500e+01   7.97248e+00   7.76000e-01   9.28228e-03   5.71432e-03   4.98601e-04   2.48209e-01   
1.20390e+01   9.58300e+01   7.95596e+00   7.84000e-01   1.42371e-02   5.77221e-03   5.15698e-04   2.54602e-01   
1.21740e+01   9.69100e+01   7.94135e+00   7.93000e-01   1.68213e-02   5.84660e-03   5.32826e-04   2.60928e-01   
1.23090e+01   9.79800e+01   7.92372e+00   8.01000e-01   9.61339e-03   5.91959e-03   5.51123e-04   2.65532e-01   
1.24450e+01   9.90500e+01   7.90993e+00   8.08000e-01   6.57818e-03   5.98319e-03   5.69931e-04   2.71009e-01   
1.25800e+01   1.00120e+02   7.89677e+00   8.15000e-01   8.73470e-03   6.06835e-03   5.88257e-04   2.76932e-01   
1.27150e+01   1.01190e+02   7.88231e+00   8.23000e-01   1.13908e-02   6.15171e-03   6.08823e-04   2.82789e-01   
1.28500e+01   1.02250e+02   7.87692e+00   8.32000e-01   1.43767e-02   6.24390e-03   6.28833e-04   2.88869e-01   
1.29860e+01   1.03320e+02   7.87504e+00   8.40000e-01   1.26935e-02   6.32625e-03   6.49533e-04   2.94122e-01   
1.31210e+01   1.04380e+02   7.88022e+00   8.49000e-01   8.95223e-03   6.40939e-03   6.71841e-04   2.99554e-01   
1.32560e+01   1.05450e+02   7.89572e+00   8.57000e-01   8.45724e-03   6.49743e-03   6.95212e-04   3.05254e-01   
1.33920e+01   1.06520e+02   7.91192e+00   8.65000e-01   7.12849e-03   6.57870e-03   7.18939e-04   3.10820e-01   
1.35270e+01   1.07590e+02   7.92530e+00   8.73000e-01   7.16561e-03   6.67296e-03   7.41343e-04   3.17213e-01   
1.36620e+01   1.08660e+02   7.93599e+00   8.81000e-01   8.29010e-03   6.78223e-03   7.64477e-04   3.21505e-01   
1.37970e+01   1.09730e+02   7.95137e+00   8.89000e-01   6.96522e-03   6.87064e-03   7.88936e-04   3.27160e-01   
1.39330e+01   1.10810e+02   7.97468e+00   8.98000e-01   3.35985e-03   6.97238e-03   8.13058e-04   3.32703e-01   
1.40680e+01   1.11890e+02   7.99483e+00   9.05000e-01   -1.70493e-03  7.07288e-03   8.37454e-04   3.39029e-01   
1.42030e+01   1.12970e+02   8.00976e+00   9.12000e-01   -4.60161e-03  7.17689e-03   8.64041e-04   3.44416e-01   
1.43380e+01   1.14060e+02   8.02675e+00   9.20000e-01   -2.16027e-03  7.28851e-03   8.89237e-04   3.49133e-01   
1.44740e+01   1.15150e+02   8.03662e+00   9.28000e-01   -7.00886e-04  7.40379e-03   9.15626e-04   3.54609e-01   
1.46090e+01   1.16230e+02   8.04473e+00   9.36000e-01   -3.93198e-03  7.50548e-03   9.40777e-04   3.60399e-01   
1.47440e+01   1.17320e+02   8.05154e+00   9.43000e-01   -9.62653e-03  7.61425e-03   9.67942e-04   3.66702e-01   
1.48790e+01   1.18410e+02   8.04705e+00   9.50000e-01   -1.65061e-02  7.72739e-03   9.93411e-04   3.72000e-01   
1.50150e+01   1.19500e+02   8.04052e+00   9.55000e-01   -1.89456e-02  7.84898e-03   1.02045e-03   3.77410e-01   
1.51500e+01   1.20590e+02   8.02868e+00   9.61000e-01   -1.82684e-02  7.95333e-03   1.04812e-03   3.83400e-01   
1.52850e+01   1.21670e+02   8.02165e+00   9.68000e-01   -2.00035e-02  8.07475e-03   1.07549e-03   3.87893e-01   
1.54200e+01   1.22760e+02   8.01809e+00   9.74000e-01   -2.25540e-02  8.20135e-03   1.10275e-03   3.94711e-01   
1.55560e+01   1.23840e+02   8.00073e+00   9.79000e-01   -2.72501e-02  8.32581e-03   1.12996e-03   3.99517e-01   
1.56910e+01   1.24920e+02   7.97960e+00   9.84000e-01   -3.29098e-02  8.46501e-03   1.15828e-03   4.04569e-01   
1.58260e+01   1.26000e+02   7.95876e+00   9.89000e-01   -3.65238e-02  8.61176e-03   1.18648e-03   4.10112e-01   
1.59620e+01   1.27070e+02   7.93068e+00   9.93000e-01   -3.96286e-02  8.76419e-03   1.21603e-03   4.16013e-01   
1.60970e+01   1.28140e+02   7.91078e+00   9.97000e-01   -3.98141e-02  8.91140e-03   1.24408e-03   4.21781e-01   
1.62320e+01   1.29210e+02   7.90331e+00   1.00100e+00   -3.78650e-02  9.06491e-03   1.27277e-03   4.28263e-01   
1.63670e+01   1.30280e+02   7.89071e+00   1.00600e+00   -3.88302e-02  9.23310e-03   1.30325e-03   4.33404e-01   
1.65030e+01   1.31350e+02   7.87682e+00   1.01000e+00   -4.39610e-02  9.41284e-03   1.33605e-03   4.37785e-01   
1.66380e+01   1.32410e+02   7.86656e+00   1.01400e+00   -4.85959e-02  9.59069e-03   1.36761e-03   4.44424e-01   
1.67730e+01   1.33480e+02   7.86080e+00   1.01800e+00   -4.78905e-02  9.77134e-03   1.40040e-03   4.50057e-01   
1.69080e+01   1.34540e+02   7.86207e+00   1.02200e+00   -4.67481e-02  9.95257e-03   1.43425e-03   4.55891e-01   
1.70440e+01   1.35600e+02   7.86931e+00   1.02600e+00   -4.79563e-02  1.01357e-02   1.46869e-03   4.60451e-01   
1.71790e+01   1.36670e+02   7.87562e+00   1.03100e+00   -4.96380e-02  1.03333e-02   1.50307e-03   4.64855e-01   
1.73140e+01   1.37730e+02   7.88178e+00   1.03500e+00   -5.25212e-02  1.05567e-02   1.53787e-03   4.71784e-01   
1.74490e+01   1.38800e+02   7.89675e+00   1.03900e+00   -5.23166e-02  1.07786e-02   1.57325e-03   4.77306e-01   
1.75850e+01   1.39870e+02   7.91721e+00   1.04400e+00   -5.26444e-02  1.10030e-02   1.60887e-03   4.81575e-01   
1.77200e+01   1.40940e+02   7.94190e+00   1.04800e+00   -5.50168e-02  1.12360e-02   1.64699e-03   4.87744e-01   
1.78550e+01   1.42020e+02   7.96221e+00   1.05300e+00   -5.58826e-02  1.14832e-02   1.68289e-03   4.93020e-01   
1.79910e+01   1.43100e+02   7.96957e+00   1.05800e+00   -5.57006e-02  1.17300e-02   1.71913e-03   4.99860e-01   
1.81260e+01   1.44180e+02   7.98387e+00   1.06300e+00   -5.67089e-02  1.19818e-02   1.75603e-03   5.05560e-01   
1.82610e+01   1.45260e+02   8.00418e+00   1.06800e+00   -6.12439e-02  1.22439e-02   1.79372e-03   5.10411e-01   
1.83960e+01   1.46340e+02   8.01541e+00   1.07300e+00   -6.46527e-02  1.25128e-02   1.83282e-03   5.15127e-01   
1.85320e+01   1.47430e+02   8.01985e+00   1.07800e+00   -6.52527e-02  1.27810e-02   1.87121e-03   5.21051e-01   
1.86670e+01   1.48510e+02   8.02476e+00   1.08300e+00   -6.68055e-02  1.30526e-02   1.90869e-03   5.26259e-01   
1.88020e+01   1.49600e+02   8.02594e+00   1.08800e+00   -6.87601e-02  1.33311e-02   1.94703e-03   5.32607e-01   
1.89370e+01   1.50680e+02   8.01835e+00   1.09300e+00   -7.37803e-02  1.36175e-02   1.98507e-03   5.37257e-01   
1.90730e+01   1.51770e+02   8.01166e+00   1.09800e+00   -7.96802e-02  1.38991e-02   2.02490e-03   5.43404e-01   
1.92080e+01   1.52850e+02   8.00182e+00   1.10200e+00   -8.10587e-02  1.41925e-02   2.06502e-03   5.48657e-01   
1.93430e+01   1.53930e+02   7.98695e+00   1.10700e+00   -8.23022e-02  1.44899e-02   2.10511e-03   5.53932e-01   
1.94780e+01   1.55010e+02   7.97222e+00   1.11100e+00   -8.50467e-02  1.47823e-02   2.14530e-03   5.59319e-01   
1.96140e+01   1.56090e+02   7.95576e+00   1.11500e+00   -8.86324e-02  1.50830e-02   2.18445e-03   5.64259e-01   
1.97490e+01   1.57160e+02   7.93708e+00   1.12000e+00   -9.36989e-02  1.53896e-02   2.22383e-03   5.69847e-01   
1.98840e+01   1.58230e+02   7.92025e+00   1.12300e+00   -9.76779e-02  1.56953e-02   2.26295e-03   5.77179e-01   
2.00190e+01   1.59310e+02   7.90408e+00   1.12700e+00   -1.01948e-01  1.60159e-02   2.30229e-03   5.81762e-01   
2.01550e+01   1.60370e+02   7.88376e+00   1.13000e+00   -1.08017e-01  1.63386e-02   2.34216e-03   5.86456e-01   
2.02900e+01   1.61440e+02   7.86539e+00   1.13200e+00   -1.14201e-01  1.66684e-02   2.38028e-03   5.91127e-01   
2.04250e+01   1.62500e+02   7.86030e+00   1.13400e+00   -1.20508e-01  1.69921e-02   2.41989e-03   5.95285e-01   
2.05610e+01   1.63560e+02   7.86168e+00   1.13600e+00   -1.25957e-01  1.73019e-02   2.45792e-03   5.96224e-01   
2.06960e+01   1.64630e+02   7.85806e+00   1.13700e+00   -1.32090e-01  1.76257e-02   2.49597e-03   5.96224e-01   
2.08310e+01   1.65690e+02   7.85567e+00   1.13800e+00   -1.37027e-01  1.79402e-02   2.53470e-03   5.96224e-01   
2.09660e+01   1.66750e+02   7.86030e+00   1.13800e+00   -1.39670e-01  1.82710e-02   2.57410e-03   5.96381e-01   
2.11020e+01   1.67820e+02   7.87026e+00   1.13900e+00   -1.42652e-01  1.85915e-02   2.61110e-03   5.96291e-01   
2.12370e+01   1.68880e+02   7.88311e+00   1.13900e+00   -1.47538e-01  1.89398e-02   2.64860e-03   5.96291e-01   
2.13720e+01   1.69950e+02   7.89896e+00   1.13900e+00   -1.52597e-01  1.92828e-02   2.68630e-03   5.96246e-01   
2.15070e+01   1.71020e+02   7.90920e+00   1.13900e+00   -1.56896e-01  1.96351e-02   2.72353e-03   5.96313e-01   
2.16430e+01   1.72090e+02   7.91986e+00   1.13900e+00   -1.56367e-01  1.99893e-02   2.76062e-03   5.96336e-01   
2.17780e+01   1.73160e+02   7.94163e+00   1.14000e+00   -1.55369e-01  2.03513e-02   2.79675e-03   5.96425e-01   
2.19130e+01   1.74240e+02   7.96260e+00   1.14100e+00   -1.60205e-01  2.07244e-02   2.83306e-03   5.96425e-01   
2.20480e+01   1.75320e+02   7.97822e+00   1.14100e+00   -1.65621e-01  2.11106e-02   2.86791e-03   5.96425e-01   
2.21840e+01   1.76400e+02   7.98674e+00   1.14100e+00   -1.68360e-01  2.14889e-02   2.90341e-03   5.96470e-01   
2.23190e+01   1.77480e+02   7.98686e+00   1.14200e+00   -1.70113e-01  2.18675e-02   2.93809e-03   5.96448e-01   
2.24540e+01   1.78560e+02   7.99055e+00   1.14300e+00   -1.72088e-01  2.22515e-02   2.97387e-03   5.96448e-01   
2.25890e+01   1.79640e+02   7.99465e+00   1.14300e+00   -1.74135e-01  2.26412e-02   3.00817e-03   5.96381e-01   
2.27250e+01   1.80720e+02   7.99027e+00   1.14400e+00   -1.73220e-01  2.30375e-02   3.04275e-03   5.96448e-01   
2.28600e+01   1.81800e+02   7.98373e+00   1.14600e+00   -1.70939e-01  2.34366e-02   3.07663e-03   5.96381e-01   
2.29950e+01   1.82880e+02   7.97173e+00   1.14900e+00   -1.71456e-01  2.38366e-02   3.11159e-03   5.96358e-01   
2.31310e+01   1.83960e+02   7.95859e+00   1.15100e+00   -1.74074e-01  2.42520e-02   3.14696e-03   5.96358e-01   
2.32660e+01   1.85040e+02   7.94411e+00   1.15400e+00   -1.77692e-01  2.46629e-02   3.17966e-03   5.96358e-01   
2.34010e+01   1.86110e+02   7.92562e+00   1.15600e+00   -1.76972e-01  2.50821e-02   3.21230e-03   5.96291e-01   
2.35360e+01   1.87180e+02   7.91123e+00   1.16000e+00   -1.74854e-01  2.55147e-02   3.24616e-03   5.96313e-01   
2.36720e+01   1.88250e+02   7.89189e+00   1.16400e+00   -1.77058e-01  2.59532e-02   3.27785e-03   5.96381e-01   
2.38070e+01   1.89320e+02   7.86971e+00   1.16700e+00   -1.77626e-01  2.64070e-02   3.30770e-03   5.96425e-01   
2.39420e+01   1.90380e+02   7.85316e+00   1.17200e+00   -1.78336e-01  2.68718e-02   3.33931e-03   5.96448e-01   
2.40770e+01   1.91440e+02   7.84105e+00   1.17600e+00   -1.82235e-01  2.73347e-02   3.37058e-03   5.96381e-01   
2.42130e+01   1.92500e+02   7.83606e+00   1.18100e+00   -1.81910e-01  2.77874e-02   3.40090e-03   5.96313e-01   
2.43480e+01   1.93560e+02   7.83114e+00   1.18600e+00   -1.82952e-01  2.82679e-02   3.43143e-03   5.96381e-01   
2.44830e+01   1.94620e+02   7.82216e+00   1.19100e+00   -1.87344e-01  2.87537e-02   3.46221e-03   5.96381e-01   
2.46180e+01   1.95680e+02   7.81590e+00   1.19600e+00   -1.88969e-01  2.92371e-02   3.49215e-03   5.96537e-01   
2.47540e+01   1.96740e+02   7.82208e+00   1.20200e+00   -1.91842e-01  2.97261e-02   3.52162e-03   5.96492e-01   
2.48890e+01   1.97800e+02   7.84034e+00   1.20700e+00   -1.97758e-01  3.02258e-02   3.55438e-03   5.96559e-01   
2.50240e+01   1.98860e+02   7.85193e+00   1.21200e+00   -2.01095e-01  3.07280e-02   3.58564e-03   5.96582e-01   
2.51600e+01   1.99920e+02   7.86043e+00   1.21800e+00   -2.03250e-01  3.12431e-02   3.61672e-03   5.96559e-01   
2.52950e+01   2.00980e+02   7.87835e+00   1.22400e+00   -2.06481e-01  3.17496e-02   3.64768e-03   5.96582e-01   
2.54300e+01   2.02050e+02   7.90028e+00   1.23000e+00   -2.12030e-01  3.22692e-02   3.67920e-03   5.96492e-01   
2.55650e+01   2.03120e+02   7.91818e+00   1.23500e+00   -2.18921e-01  3.28020e-02   3.71165e-03   5.96537e-01   
2.57010e+01   2.04200e+02   7.93795e+00   1.24100e+00   -2.23594e-01  3.33325e-02   3.74344e-03   5.96492e-01   
2.58360e+01   2.05270e+02   7.96039e+00   1.24600e+00   -2.29567e-01  3.38696e-02   3.77655e-03   5.96470e-01   
2.59710e+01   2.06350e+02   7.97421e+00   1.25200e+00   -2.35018e-01  3.44060e-02   3.80903e-03   5.96537e-01   
2.61060e+01   2.07430e+02   7.98167e+00   1.25700e+00   -2.39461e-01  3.49452e-02   3.84124e-03   5.96492e-01   
2.62420e+01   2.08510e+02   7.98988e+00   1.26200e+00   -2.45996e-01  3.54853e-02   3.87462e-03   5.96537e-01   
2.63770e+01   2.09590e+02   8.00201e+00   1.26700e+00   -2.51450e-01  3.60283e-02   3.90853e-03   5.96559e-01   
2.65120e+01   2.10680e+02   8.00686e+00   1.27200e+00   -2.56376e-01  3.65759e-02   3.94279e-03   5.96470e-01   
2.66470e+01   2.11760e+02   7.99972e+00   1.27700e+00   -2.61784e-01  3.71109e-02   3.97802e-03   5.96425e-01   
2.67830e+01   2.12840e+02   7.99125e+00   1.28200e+00   -2.65067e-01  3.76402e-02   4.01208e-03   5.96448e-01   
2.69180e+01   2.13920e+02   7.98261e+00   1.28700e+00   -2.68865e-01  3.81726e-02   4.04591e-03   5.96582e-01   
2.70530e+01   2.15000e+02   7.97175e+00   1.29200e+00   -2.73612e-01  3.87046e-02   4.07996e-03   5.96604e-01   
2.71880e+01   2.16080e+02   7.95699e+00   1.29600e+00   -2.77356e-01  3.92374e-02   4.11596e-03   5.96537e-01   
2.73240e+01   2.17160e+02   7.93295e+00   1.30100e+00   -2.81493e-01  3.97814e-02   4.15111e-03   5.96559e-01   
2.74590e+01   2.18230e+02   7.90980e+00   1.30600e+00   -2.83851e-01  4.03337e-02   4.18698e-03   5.96559e-01   
2.75940e+01   2.19300e+02   7.89398e+00   1.31100e+00   -2.85157e-01  4.08848e-02   4.22401e-03   5.96582e-01   
2.77300e+01   2.20360e+02   7.87801e+00   1.31600e+00   -2.87192e-01  4.14406e-02   4.26103e-03   5.96470e-01   
2.78650e+01   2.21430e+02   7.85866e+00   1.32100e+00   -2.90615e-01  4.20028e-02   4.29524e-03   5.96537e-01   
2.80000e+01   2.22490e+02   7.83672e+00   1.32700e+00   -2.95395e-01  4.25764e-02   4.33033e-03   5.96425e-01   
2.81350e+01   2.23550e+02   7.82137e+00   1.33200e+00   -2.97148e-01  4.31285e-02   4.36643e-03   5.96470e-01   
2.82710e+01   2.24610e+02   7.81094e+00   1.33800e+00   -2.98312e-01  4.36895e-02   4.40175e-03   5.96537e-01   
2.84060e+01   2.25670e+02   7.80544e+00   1.34300e+00   -3.00422e-01  4.42581e-02   4.43692e-03   5.96492e-01   
2.85410e+01   2.26720e+02   7.80839e+00   1.35000e+00   -3.03319e-01  4.48341e-02   4.47177e-03   5.96448e-01   
